id	hate_type	hate_severity	to_whom	model
215264	None	Little to None	None	csebuetnlp/banglabert
30430	Abusive	Little to None	Individual	csebuetnlp/banglabert
247235	None	Little to None	None	csebuetnlp/banglabert
370427	Abusive	Severe	Organization	csebuetnlp/banglabert
495671	None	Little to None	None	csebuetnlp/banglabert
765184	None	Little to None	None	csebuetnlp/banglabert
317397	None	Little to None	None	csebuetnlp/banglabert
456450	None	Little to None	None	csebuetnlp/banglabert
858602	None	Little to None	None	csebuetnlp/banglabert
266349	Profane	Severe	Individual	csebuetnlp/banglabert
518935	None	Little to None	None	csebuetnlp/banglabert
364371	None	Little to None	None	csebuetnlp/banglabert
505254	None	Little to None	None	csebuetnlp/banglabert
280647	None	Little to None	Individual	csebuetnlp/banglabert
365047	Profane	Severe	Community	csebuetnlp/banglabert
691389	Profane	Severe	Community	csebuetnlp/banglabert
833835	None	Little to None	None	csebuetnlp/banglabert
589316	None	Little to None	None	csebuetnlp/banglabert
157497	None	Little to None	None	csebuetnlp/banglabert
146479	None	Little to None	None	csebuetnlp/banglabert
608667	Political Hate	Little to None	None	csebuetnlp/banglabert
441810	None	Little to None	None	csebuetnlp/banglabert
74035	Political Hate	Severe	Organization	csebuetnlp/banglabert
11550	Abusive	Little to None	None	csebuetnlp/banglabert
915332	None	Little to None	None	csebuetnlp/banglabert
688548	Profane	Severe	Individual	csebuetnlp/banglabert
714276	None	Little to None	None	csebuetnlp/banglabert
770650	Abusive	Severe	Individual	csebuetnlp/banglabert
542146	None	Little to None	None	csebuetnlp/banglabert
37206	None	Little to None	None	csebuetnlp/banglabert
917447	Profane	Severe	Individual	csebuetnlp/banglabert
902552	None	Little to None	None	csebuetnlp/banglabert
889894	None	Little to None	None	csebuetnlp/banglabert
631606	Political Hate	Mild	Organization	csebuetnlp/banglabert
218146	None	Little to None	None	csebuetnlp/banglabert
292282	None	Little to None	None	csebuetnlp/banglabert
115075	Abusive	Little to None	Individual	csebuetnlp/banglabert
465124	None	Little to None	None	csebuetnlp/banglabert
711695	None	Little to None	None	csebuetnlp/banglabert
384706	None	Little to None	None	csebuetnlp/banglabert
293660	None	Little to None	None	csebuetnlp/banglabert
647131	Profane	Severe	Individual	csebuetnlp/banglabert
841800	Political Hate	Little to None	None	csebuetnlp/banglabert
254920	None	Little to None	None	csebuetnlp/banglabert
294087	Profane	Severe	Individual	csebuetnlp/banglabert
68952	None	Little to None	None	csebuetnlp/banglabert
636983	None	Little to None	None	csebuetnlp/banglabert
214150	None	Little to None	None	csebuetnlp/banglabert
600580	None	Little to None	None	csebuetnlp/banglabert
135848	None	Little to None	None	csebuetnlp/banglabert
490828	Abusive	Little to None	None	csebuetnlp/banglabert
593064	None	Little to None	None	csebuetnlp/banglabert
527973	None	Little to None	None	csebuetnlp/banglabert
146468	None	Little to None	None	csebuetnlp/banglabert
580206	None	Little to None	None	csebuetnlp/banglabert
589798	None	Little to None	None	csebuetnlp/banglabert
493901	Abusive	Little to None	None	csebuetnlp/banglabert
509747	None	Little to None	None	csebuetnlp/banglabert
932687	None	Little to None	None	csebuetnlp/banglabert
4249	Political Hate	Mild	Organization	csebuetnlp/banglabert
788252	None	Little to None	None	csebuetnlp/banglabert
154911	Profane	Severe	Individual	csebuetnlp/banglabert
826374	None	Little to None	None	csebuetnlp/banglabert
736209	None	Little to None	None	csebuetnlp/banglabert
711052	None	Little to None	None	csebuetnlp/banglabert
931495	None	Little to None	None	csebuetnlp/banglabert
513434	None	Little to None	None	csebuetnlp/banglabert
345031	None	Little to None	None	csebuetnlp/banglabert
215334	None	Little to None	None	csebuetnlp/banglabert
690423	None	Little to None	None	csebuetnlp/banglabert
563512	Abusive	Little to None	Individual	csebuetnlp/banglabert
251243	Abusive	Mild	Organization	csebuetnlp/banglabert
227927	None	Little to None	None	csebuetnlp/banglabert
142569	Profane	Severe	Organization	csebuetnlp/banglabert
295213	Abusive	Mild	Individual	csebuetnlp/banglabert
596101	Abusive	Little to None	Individual	csebuetnlp/banglabert
936853	None	Little to None	None	csebuetnlp/banglabert
801917	None	Little to None	None	csebuetnlp/banglabert
857995	None	Little to None	None	csebuetnlp/banglabert
95408	Abusive	Mild	Organization	csebuetnlp/banglabert
820682	None	Little to None	None	csebuetnlp/banglabert
844359	None	Little to None	Individual	csebuetnlp/banglabert
757905	Political Hate	Little to None	None	csebuetnlp/banglabert
723055	None	Little to None	None	csebuetnlp/banglabert
769948	None	Little to None	None	csebuetnlp/banglabert
243442	Political Hate	Severe	Organization	csebuetnlp/banglabert
737797	None	Little to None	None	csebuetnlp/banglabert
27139	None	Little to None	None	csebuetnlp/banglabert
409048	Abusive	Mild	Society	csebuetnlp/banglabert
72034	Profane	Severe	Individual	csebuetnlp/banglabert
571451	Abusive	Mild	Organization	csebuetnlp/banglabert
932604	None	Little to None	None	csebuetnlp/banglabert
33535	Abusive	Severe	Individual	csebuetnlp/banglabert
122341	None	Little to None	None	csebuetnlp/banglabert
545466	None	Little to None	None	csebuetnlp/banglabert
499900	None	Little to None	None	csebuetnlp/banglabert
409261	None	Little to None	None	csebuetnlp/banglabert
34096	None	Little to None	None	csebuetnlp/banglabert
644512	None	Little to None	None	csebuetnlp/banglabert
273846	None	Little to None	None	csebuetnlp/banglabert
186411	Profane	Severe	Individual	csebuetnlp/banglabert
13537	None	Little to None	None	csebuetnlp/banglabert
307702	None	Little to None	None	csebuetnlp/banglabert
638968	None	Little to None	None	csebuetnlp/banglabert
598736	None	Little to None	None	csebuetnlp/banglabert
53408	Profane	Severe	Individual	csebuetnlp/banglabert
921147	None	Little to None	None	csebuetnlp/banglabert
66160	Profane	Severe	Individual	csebuetnlp/banglabert
83010	None	Little to None	None	csebuetnlp/banglabert
740398	None	Little to None	None	csebuetnlp/banglabert
780256	None	Little to None	None	csebuetnlp/banglabert
335046	Profane	Severe	Individual	csebuetnlp/banglabert
313351	Abusive	Severe	Individual	csebuetnlp/banglabert
920002	None	Little to None	None	csebuetnlp/banglabert
37737	None	Little to None	None	csebuetnlp/banglabert
404912	Political Hate	Mild	Organization	csebuetnlp/banglabert
168151	None	Little to None	None	csebuetnlp/banglabert
578783	None	Little to None	None	csebuetnlp/banglabert
82540	None	Little to None	None	csebuetnlp/banglabert
198428	None	Little to None	None	csebuetnlp/banglabert
201290	Political Hate	Mild	Organization	csebuetnlp/banglabert
784990	Abusive	Severe	Community	csebuetnlp/banglabert
248346	Abusive	Severe	Individual	csebuetnlp/banglabert
417267	Political Hate	Mild	Organization	csebuetnlp/banglabert
528918	Abusive	Little to None	None	csebuetnlp/banglabert
56297	Abusive	Little to None	Community	csebuetnlp/banglabert
555695	None	Little to None	None	csebuetnlp/banglabert
503608	None	Little to None	None	csebuetnlp/banglabert
548666	None	Little to None	None	csebuetnlp/banglabert
232167	Political Hate	Mild	Organization	csebuetnlp/banglabert
511977	None	Little to None	None	csebuetnlp/banglabert
902284	None	Little to None	None	csebuetnlp/banglabert
229235	Profane	Severe	Individual	csebuetnlp/banglabert
762354	Abusive	Mild	Organization	csebuetnlp/banglabert
454709	Abusive	Little to None	None	csebuetnlp/banglabert
180085	None	Little to None	None	csebuetnlp/banglabert
11338	Political Hate	Mild	Society	csebuetnlp/banglabert
447030	None	Little to None	None	csebuetnlp/banglabert
651116	None	Little to None	None	csebuetnlp/banglabert
287127	None	Little to None	None	csebuetnlp/banglabert
251561	Abusive	Little to None	None	csebuetnlp/banglabert
434113	Profane	Severe	Individual	csebuetnlp/banglabert
888130	None	Little to None	None	csebuetnlp/banglabert
919683	Abusive	Little to None	None	csebuetnlp/banglabert
542440	None	Little to None	None	csebuetnlp/banglabert
788941	None	Little to None	None	csebuetnlp/banglabert
118010	Political Hate	Mild	Organization	csebuetnlp/banglabert
481002	None	Little to None	None	csebuetnlp/banglabert
770890	None	Little to None	None	csebuetnlp/banglabert
538540	None	Little to None	None	csebuetnlp/banglabert
385860	None	Little to None	None	csebuetnlp/banglabert
80855	None	Little to None	None	csebuetnlp/banglabert
917595	Political Hate	Mild	Society	csebuetnlp/banglabert
70927	Profane	Severe	Individual	csebuetnlp/banglabert
449971	None	Little to None	None	csebuetnlp/banglabert
529876	Abusive	Little to None	None	csebuetnlp/banglabert
404923	Political Hate	Mild	Organization	csebuetnlp/banglabert
716044	Political Hate	Mild	Individual	csebuetnlp/banglabert
235128	None	Little to None	None	csebuetnlp/banglabert
414752	Abusive	Little to None	None	csebuetnlp/banglabert
282830	None	Little to None	None	csebuetnlp/banglabert
541766	None	Little to None	None	csebuetnlp/banglabert
424715	None	Little to None	None	csebuetnlp/banglabert
838616	None	Little to None	None	csebuetnlp/banglabert
176833	None	Little to None	None	csebuetnlp/banglabert
735992	None	Little to None	None	csebuetnlp/banglabert
453195	Abusive	Little to None	Individual	csebuetnlp/banglabert
479598	None	Little to None	None	csebuetnlp/banglabert
740390	None	Little to None	None	csebuetnlp/banglabert
695017	None	Little to None	None	csebuetnlp/banglabert
76335	Abusive	Mild	Organization	csebuetnlp/banglabert
270852	Political Hate	Mild	Organization	csebuetnlp/banglabert
708065	None	Little to None	None	csebuetnlp/banglabert
606816	Abusive	Severe	Individual	csebuetnlp/banglabert
206088	Political Hate	Mild	Organization	csebuetnlp/banglabert
212827	Political Hate	Mild	Organization	csebuetnlp/banglabert
274373	None	Little to None	None	csebuetnlp/banglabert
111258	None	Little to None	None	csebuetnlp/banglabert
784002	Political Hate	Mild	Organization	csebuetnlp/banglabert
211700	Abusive	Mild	Organization	csebuetnlp/banglabert
347583	Profane	Severe	Individual	csebuetnlp/banglabert
930859	Abusive	Little to None	None	csebuetnlp/banglabert
316943	Abusive	Severe	Individual	csebuetnlp/banglabert
910354	Profane	Severe	Individual	csebuetnlp/banglabert
852545	None	Little to None	None	csebuetnlp/banglabert
177572	Abusive	Little to None	None	csebuetnlp/banglabert
547211	Abusive	Little to None	None	csebuetnlp/banglabert
336934	None	Little to None	None	csebuetnlp/banglabert
814651	None	Little to None	None	csebuetnlp/banglabert
419915	Abusive	Mild	Society	csebuetnlp/banglabert
626302	None	Little to None	None	csebuetnlp/banglabert
196688	Abusive	Little to None	None	csebuetnlp/banglabert
623013	None	Little to None	None	csebuetnlp/banglabert
434820	None	Little to None	None	csebuetnlp/banglabert
425654	Abusive	Severe	Society	csebuetnlp/banglabert
79974	Profane	Severe	Individual	csebuetnlp/banglabert
386889	None	Little to None	None	csebuetnlp/banglabert
610277	Political Hate	Mild	Organization	csebuetnlp/banglabert
205726	None	Little to None	Individual	csebuetnlp/banglabert
620890	Political Hate	Little to None	Organization	csebuetnlp/banglabert
767995	None	Little to None	None	csebuetnlp/banglabert
809007	Abusive	Mild	Community	csebuetnlp/banglabert
441520	None	Little to None	None	csebuetnlp/banglabert
913659	None	Little to None	Individual	csebuetnlp/banglabert
360611	None	Little to None	None	csebuetnlp/banglabert
287734	None	Little to None	Society	csebuetnlp/banglabert
905814	None	Little to None	None	csebuetnlp/banglabert
815224	None	Little to None	None	csebuetnlp/banglabert
244696	Political Hate	Mild	Organization	csebuetnlp/banglabert
112362	Political Hate	Mild	Individual	csebuetnlp/banglabert
837061	None	Little to None	None	csebuetnlp/banglabert
469475	Abusive	Little to None	None	csebuetnlp/banglabert
49053	None	Little to None	None	csebuetnlp/banglabert
67722	Abusive	Little to None	None	csebuetnlp/banglabert
862123	None	Little to None	None	csebuetnlp/banglabert
359926	Abusive	Little to None	None	csebuetnlp/banglabert
58467	None	Little to None	None	csebuetnlp/banglabert
242064	None	Little to None	None	csebuetnlp/banglabert
556969	Profane	Severe	Individual	csebuetnlp/banglabert
267300	None	Little to None	None	csebuetnlp/banglabert
390626	Abusive	Little to None	Individual	csebuetnlp/banglabert
420135	None	Little to None	None	csebuetnlp/banglabert
152122	None	Little to None	None	csebuetnlp/banglabert
836236	None	Little to None	None	csebuetnlp/banglabert
797488	Abusive	Little to None	None	csebuetnlp/banglabert
622909	None	Little to None	None	csebuetnlp/banglabert
895011	None	Little to None	None	csebuetnlp/banglabert
882194	Abusive	Little to None	Individual	csebuetnlp/banglabert
75596	None	Little to None	None	csebuetnlp/banglabert
392774	Political Hate	Severe	Individual	csebuetnlp/banglabert
697383	None	Little to None	None	csebuetnlp/banglabert
37458	None	Little to None	None	csebuetnlp/banglabert
341828	None	Little to None	None	csebuetnlp/banglabert
580586	None	Little to None	None	csebuetnlp/banglabert
704812	None	Little to None	None	csebuetnlp/banglabert
499112	None	Little to None	None	csebuetnlp/banglabert
937103	Abusive	Little to None	Individual	csebuetnlp/banglabert
510980	Profane	Severe	Individual	csebuetnlp/banglabert
517470	Abusive	Little to None	Individual	csebuetnlp/banglabert
425835	Abusive	Severe	Individual	csebuetnlp/banglabert
847555	Political Hate	Mild	Organization	csebuetnlp/banglabert
55580	Abusive	Severe	Community	csebuetnlp/banglabert
912551	Profane	Severe	Individual	csebuetnlp/banglabert
873778	None	Little to None	None	csebuetnlp/banglabert
850066	Political Hate	Mild	Organization	csebuetnlp/banglabert
874043	None	Little to None	None	csebuetnlp/banglabert
842140	Political Hate	Little to None	Organization	csebuetnlp/banglabert
249516	None	Little to None	None	csebuetnlp/banglabert
883107	None	Little to None	None	csebuetnlp/banglabert
171088	None	Little to None	None	csebuetnlp/banglabert
834348	Abusive	Little to None	Individual	csebuetnlp/banglabert
260511	None	Little to None	None	csebuetnlp/banglabert
747543	Abusive	Little to None	Community	csebuetnlp/banglabert
798061	None	Little to None	None	csebuetnlp/banglabert
858296	None	Little to None	None	csebuetnlp/banglabert
370524	None	Little to None	None	csebuetnlp/banglabert
33709	None	Little to None	None	csebuetnlp/banglabert
285570	None	Little to None	None	csebuetnlp/banglabert
794925	None	Little to None	None	csebuetnlp/banglabert
895463	None	Little to None	None	csebuetnlp/banglabert
778909	None	Little to None	None	csebuetnlp/banglabert
54033	Abusive	Little to None	Individual	csebuetnlp/banglabert
789905	None	Little to None	None	csebuetnlp/banglabert
928455	None	Little to None	Individual	csebuetnlp/banglabert
903244	None	Little to None	None	csebuetnlp/banglabert
886945	None	Little to None	None	csebuetnlp/banglabert
638355	Political Hate	Severe	Individual	csebuetnlp/banglabert
630520	None	Little to None	None	csebuetnlp/banglabert
672070	Political Hate	Little to None	Organization	csebuetnlp/banglabert
862937	None	Little to None	None	csebuetnlp/banglabert
478805	None	Little to None	None	csebuetnlp/banglabert
772528	Political Hate	Little to None	Society	csebuetnlp/banglabert
518431	None	Little to None	None	csebuetnlp/banglabert
280350	None	Little to None	None	csebuetnlp/banglabert
363404	None	Little to None	None	csebuetnlp/banglabert
794248	None	Little to None	None	csebuetnlp/banglabert
807255	None	Little to None	None	csebuetnlp/banglabert
66980	Political Hate	Mild	Organization	csebuetnlp/banglabert
152001	Abusive	Severe	Community	csebuetnlp/banglabert
781177	None	Little to None	None	csebuetnlp/banglabert
447772	None	Little to None	None	csebuetnlp/banglabert
99458	None	Little to None	None	csebuetnlp/banglabert
828336	None	Little to None	None	csebuetnlp/banglabert
61667	Abusive	Little to None	None	csebuetnlp/banglabert
750355	None	Little to None	None	csebuetnlp/banglabert
59248	None	Little to None	None	csebuetnlp/banglabert
706130	None	Little to None	None	csebuetnlp/banglabert
247384	Abusive	Mild	Individual	csebuetnlp/banglabert
91256	Profane	Severe	Organization	csebuetnlp/banglabert
45198	Political Hate	Little to None	Organization	csebuetnlp/banglabert
475615	None	Little to None	None	csebuetnlp/banglabert
809901	None	Little to None	None	csebuetnlp/banglabert
850232	Abusive	Little to None	Individual	csebuetnlp/banglabert
928676	None	Little to None	None	csebuetnlp/banglabert
354579	None	Little to None	None	csebuetnlp/banglabert
702680	None	Little to None	None	csebuetnlp/banglabert
140349	None	Little to None	None	csebuetnlp/banglabert
369414	Political Hate	Mild	Organization	csebuetnlp/banglabert
890355	None	Little to None	None	csebuetnlp/banglabert
827756	None	Little to None	None	csebuetnlp/banglabert
909607	None	Little to None	None	csebuetnlp/banglabert
650140	None	Little to None	None	csebuetnlp/banglabert
936499	Abusive	Mild	Organization	csebuetnlp/banglabert
632121	None	Little to None	None	csebuetnlp/banglabert
130390	Profane	Severe	Community	csebuetnlp/banglabert
748439	Profane	Severe	Community	csebuetnlp/banglabert
18941	None	Little to None	None	csebuetnlp/banglabert
165040	None	Little to None	None	csebuetnlp/banglabert
146666	None	Little to None	None	csebuetnlp/banglabert
671364	None	Little to None	None	csebuetnlp/banglabert
241643	Political Hate	Severe	Organization	csebuetnlp/banglabert
728148	None	Little to None	None	csebuetnlp/banglabert
418768	Abusive	Mild	Organization	csebuetnlp/banglabert
507313	Abusive	Little to None	Individual	csebuetnlp/banglabert
122056	Political Hate	Mild	Organization	csebuetnlp/banglabert
429232	Political Hate	Little to None	None	csebuetnlp/banglabert
936443	Abusive	Little to None	Individual	csebuetnlp/banglabert
63195	None	Little to None	None	csebuetnlp/banglabert
347924	None	Little to None	None	csebuetnlp/banglabert
239634	None	Little to None	None	csebuetnlp/banglabert
685874	Political Hate	Mild	Organization	csebuetnlp/banglabert
785301	Abusive	Little to None	Individual	csebuetnlp/banglabert
205145	None	Little to None	None	csebuetnlp/banglabert
895764	None	Little to None	None	csebuetnlp/banglabert
744814	None	Little to None	None	csebuetnlp/banglabert
711915	None	Little to None	None	csebuetnlp/banglabert
538881	Abusive	Severe	Individual	csebuetnlp/banglabert
423994	None	Little to None	None	csebuetnlp/banglabert
747992	None	Little to None	None	csebuetnlp/banglabert
907822	None	Little to None	None	csebuetnlp/banglabert
319476	None	Little to None	None	csebuetnlp/banglabert
328982	None	Little to None	None	csebuetnlp/banglabert
920039	None	Little to None	None	csebuetnlp/banglabert
14595	None	Little to None	None	csebuetnlp/banglabert
316259	Profane	Severe	Individual	csebuetnlp/banglabert
874684	Profane	Severe	Individual	csebuetnlp/banglabert
147374	Political Hate	Mild	Organization	csebuetnlp/banglabert
580566	None	Little to None	None	csebuetnlp/banglabert
309030	Profane	Severe	Individual	csebuetnlp/banglabert
115329	Political Hate	Mild	Organization	csebuetnlp/banglabert
196330	Political Hate	Little to None	Organization	csebuetnlp/banglabert
493326	None	Little to None	None	csebuetnlp/banglabert
312918	None	Little to None	None	csebuetnlp/banglabert
202721	None	Little to None	None	csebuetnlp/banglabert
350137	None	Little to None	None	csebuetnlp/banglabert
534191	None	Little to None	None	csebuetnlp/banglabert
906802	None	Little to None	Individual	csebuetnlp/banglabert
264542	Abusive	Mild	Community	csebuetnlp/banglabert
617888	Political Hate	Mild	Organization	csebuetnlp/banglabert
860457	None	Little to None	None	csebuetnlp/banglabert
420009	None	Little to None	None	csebuetnlp/banglabert
787063	None	Little to None	None	csebuetnlp/banglabert
785414	None	Little to None	None	csebuetnlp/banglabert
81862	Profane	Severe	Individual	csebuetnlp/banglabert
662064	None	Little to None	None	csebuetnlp/banglabert
827901	Abusive	Mild	Individual	csebuetnlp/banglabert
142369	None	Little to None	None	csebuetnlp/banglabert
758258	None	Little to None	None	csebuetnlp/banglabert
863008	Abusive	Little to None	None	csebuetnlp/banglabert
844816	None	Little to None	None	csebuetnlp/banglabert
788206	None	Little to None	None	csebuetnlp/banglabert
88124	Political Hate	Little to None	None	csebuetnlp/banglabert
480429	None	Little to None	None	csebuetnlp/banglabert
849632	None	Little to None	None	csebuetnlp/banglabert
923478	Abusive	Little to None	None	csebuetnlp/banglabert
135535	None	Little to None	None	csebuetnlp/banglabert
182108	None	Little to None	None	csebuetnlp/banglabert
377804	None	Little to None	None	csebuetnlp/banglabert
556981	None	Little to None	None	csebuetnlp/banglabert
682191	None	Little to None	None	csebuetnlp/banglabert
296481	Abusive	Little to None	Individual	csebuetnlp/banglabert
258690	Abusive	Mild	Individual	csebuetnlp/banglabert
648686	Abusive	Little to None	None	csebuetnlp/banglabert
146254	None	Little to None	None	csebuetnlp/banglabert
191274	Political Hate	Severe	Individual	csebuetnlp/banglabert
685372	None	Little to None	None	csebuetnlp/banglabert
150193	None	Little to None	None	csebuetnlp/banglabert
161821	Abusive	Mild	Community	csebuetnlp/banglabert
143688	None	Little to None	None	csebuetnlp/banglabert
133473	None	Little to None	None	csebuetnlp/banglabert
380049	Political Hate	Little to None	None	csebuetnlp/banglabert
340559	None	Little to None	None	csebuetnlp/banglabert
100142	None	Little to None	None	csebuetnlp/banglabert
317419	None	Little to None	None	csebuetnlp/banglabert
717800	None	Little to None	None	csebuetnlp/banglabert
477055	Abusive	Little to None	None	csebuetnlp/banglabert
496575	Abusive	Little to None	Individual	csebuetnlp/banglabert
855557	None	Little to None	None	csebuetnlp/banglabert
276303	Political Hate	Mild	Organization	csebuetnlp/banglabert
351198	Profane	Severe	Individual	csebuetnlp/banglabert
829783	Abusive	Little to None	None	csebuetnlp/banglabert
367132	Profane	Severe	Individual	csebuetnlp/banglabert
641785	Abusive	Severe	Individual	csebuetnlp/banglabert
379053	None	Little to None	None	csebuetnlp/banglabert
593153	Abusive	Mild	Individual	csebuetnlp/banglabert
532096	None	Little to None	None	csebuetnlp/banglabert
541335	None	Little to None	None	csebuetnlp/banglabert
555100	Political Hate	Mild	Individual	csebuetnlp/banglabert
248630	Profane	Severe	Individual	csebuetnlp/banglabert
755985	None	Little to None	None	csebuetnlp/banglabert
330068	Political Hate	Mild	Organization	csebuetnlp/banglabert
748877	None	Little to None	None	csebuetnlp/banglabert
225802	None	Little to None	None	csebuetnlp/banglabert
865982	None	Little to None	None	csebuetnlp/banglabert
471207	None	Little to None	None	csebuetnlp/banglabert
455365	None	Little to None	None	csebuetnlp/banglabert
672031	None	Little to None	None	csebuetnlp/banglabert
885735	None	Little to None	None	csebuetnlp/banglabert
41893	Political Hate	Mild	Organization	csebuetnlp/banglabert
260881	None	Little to None	None	csebuetnlp/banglabert
774654	None	Little to None	None	csebuetnlp/banglabert
440552	None	Little to None	None	csebuetnlp/banglabert
283397	None	Little to None	None	csebuetnlp/banglabert
882150	None	Little to None	None	csebuetnlp/banglabert
760852	None	Little to None	None	csebuetnlp/banglabert
884094	None	Little to None	None	csebuetnlp/banglabert
741510	None	Little to None	None	csebuetnlp/banglabert
560164	Profane	Severe	Individual	csebuetnlp/banglabert
477574	None	Little to None	None	csebuetnlp/banglabert
15942	None	Little to None	None	csebuetnlp/banglabert
340456	None	Little to None	None	csebuetnlp/banglabert
414341	None	Little to None	None	csebuetnlp/banglabert
196955	None	Little to None	None	csebuetnlp/banglabert
191208	Political Hate	Little to None	Organization	csebuetnlp/banglabert
244900	Political Hate	Mild	Organization	csebuetnlp/banglabert
125453	Political Hate	Mild	Organization	csebuetnlp/banglabert
330381	Profane	Severe	Individual	csebuetnlp/banglabert
844322	Abusive	Little to None	None	csebuetnlp/banglabert
742255	Abusive	Severe	Individual	csebuetnlp/banglabert
531576	None	Little to None	None	csebuetnlp/banglabert
804997	None	Little to None	None	csebuetnlp/banglabert
572040	Political Hate	Severe	Organization	csebuetnlp/banglabert
12508	None	Little to None	None	csebuetnlp/banglabert
13692	Abusive	Mild	Society	csebuetnlp/banglabert
431332	Abusive	Little to None	None	csebuetnlp/banglabert
222805	Abusive	Little to None	None	csebuetnlp/banglabert
575884	Abusive	Mild	None	csebuetnlp/banglabert
526093	None	Little to None	None	csebuetnlp/banglabert
440877	None	Little to None	None	csebuetnlp/banglabert
599709	None	Little to None	None	csebuetnlp/banglabert
864563	None	Little to None	None	csebuetnlp/banglabert
78839	None	Little to None	None	csebuetnlp/banglabert
111	Abusive	Little to None	None	csebuetnlp/banglabert
95463	None	Little to None	Individual	csebuetnlp/banglabert
495836	None	Little to None	None	csebuetnlp/banglabert
853192	Abusive	Little to None	None	csebuetnlp/banglabert
645187	Abusive	Little to None	Individual	csebuetnlp/banglabert
716428	Abusive	Mild	Community	csebuetnlp/banglabert
70540	Abusive	Severe	Individual	csebuetnlp/banglabert
620335	None	Little to None	None	csebuetnlp/banglabert
618922	None	Little to None	None	csebuetnlp/banglabert
292521	None	Little to None	None	csebuetnlp/banglabert
374329	None	Little to None	None	csebuetnlp/banglabert
749851	None	Little to None	None	csebuetnlp/banglabert
786718	None	Little to None	None	csebuetnlp/banglabert
243476	Political Hate	Mild	Organization	csebuetnlp/banglabert
309574	Abusive	Severe	Organization	csebuetnlp/banglabert
502189	Political Hate	Mild	Organization	csebuetnlp/banglabert
310058	None	Little to None	None	csebuetnlp/banglabert
547459	Political Hate	Mild	Organization	csebuetnlp/banglabert
669697	None	Little to None	None	csebuetnlp/banglabert
615307	None	Little to None	None	csebuetnlp/banglabert
886670	None	Little to None	None	csebuetnlp/banglabert
342705	None	Little to None	None	csebuetnlp/banglabert
545877	Abusive	Mild	Individual	csebuetnlp/banglabert
463794	None	Little to None	None	csebuetnlp/banglabert
796637	None	Little to None	None	csebuetnlp/banglabert
468421	Abusive	Little to None	Organization	csebuetnlp/banglabert
852941	None	Little to None	None	csebuetnlp/banglabert
5937	Abusive	Mild	Community	csebuetnlp/banglabert
848908	Political Hate	Mild	Organization	csebuetnlp/banglabert
935715	None	Little to None	None	csebuetnlp/banglabert
635119	Abusive	Little to None	None	csebuetnlp/banglabert
200107	Political Hate	Mild	Organization	csebuetnlp/banglabert
833350	None	Little to None	None	csebuetnlp/banglabert
610487	Abusive	Little to None	Individual	csebuetnlp/banglabert
877527	None	Little to None	None	csebuetnlp/banglabert
602480	None	Little to None	None	csebuetnlp/banglabert
481722	Abusive	Little to None	None	csebuetnlp/banglabert
489986	Profane	Severe	Individual	csebuetnlp/banglabert
720093	Abusive	Little to None	Individual	csebuetnlp/banglabert
924402	None	Little to None	None	csebuetnlp/banglabert
911276	None	Little to None	None	csebuetnlp/banglabert
696728	Abusive	Little to None	None	csebuetnlp/banglabert
506533	Abusive	Little to None	None	csebuetnlp/banglabert
878562	None	Little to None	None	csebuetnlp/banglabert
523281	None	Little to None	None	csebuetnlp/banglabert
896755	None	Little to None	None	csebuetnlp/banglabert
598409	Abusive	Severe	Individual	csebuetnlp/banglabert
831752	None	Little to None	Individual	csebuetnlp/banglabert
322711	Abusive	Little to None	Individual	csebuetnlp/banglabert
61823	None	Little to None	None	csebuetnlp/banglabert
811164	None	Little to None	None	csebuetnlp/banglabert
549355	Profane	Severe	Individual	csebuetnlp/banglabert
829055	Abusive	Little to None	Organization	csebuetnlp/banglabert
380227	None	Little to None	None	csebuetnlp/banglabert
932515	None	Little to None	None	csebuetnlp/banglabert
472535	None	Little to None	None	csebuetnlp/banglabert
60136	None	Little to None	None	csebuetnlp/banglabert
339636	None	Little to None	Individual	csebuetnlp/banglabert
575878	Abusive	Little to None	None	csebuetnlp/banglabert
378299	Political Hate	Little to None	None	csebuetnlp/banglabert
193320	None	Little to None	None	csebuetnlp/banglabert
738016	None	Little to None	None	csebuetnlp/banglabert
189787	None	Little to None	None	csebuetnlp/banglabert
335516	Abusive	Severe	Individual	csebuetnlp/banglabert
283644	Abusive	Mild	Individual	csebuetnlp/banglabert
244035	Abusive	Severe	Individual	csebuetnlp/banglabert
679551	Political Hate	Mild	Organization	csebuetnlp/banglabert
737260	None	Little to None	None	csebuetnlp/banglabert
566789	Political Hate	Severe	Individual	csebuetnlp/banglabert
701258	Political Hate	Little to None	Society	csebuetnlp/banglabert
78373	Abusive	Mild	Individual	csebuetnlp/banglabert
88648	None	Little to None	None	csebuetnlp/banglabert
816345	Political Hate	Little to None	Society	csebuetnlp/banglabert
203094	Abusive	Severe	Individual	csebuetnlp/banglabert
115932	None	Little to None	None	csebuetnlp/banglabert
383904	None	Little to None	None	csebuetnlp/banglabert
896076	None	Little to None	None	csebuetnlp/banglabert
280078	Abusive	Little to None	None	csebuetnlp/banglabert
853897	Abusive	Little to None	None	csebuetnlp/banglabert
651831	Political Hate	Mild	Organization	csebuetnlp/banglabert
241704	Political Hate	Mild	Organization	csebuetnlp/banglabert
467218	None	Little to None	None	csebuetnlp/banglabert
348851	Abusive	Mild	Organization	csebuetnlp/banglabert
